,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Klaksvik,FO,62.2266,-6.589,40.12,76,91,7.63,overcast clouds
351,Coihueco,CL,-36.6167,-71.8333,54.34,58,91,9.22,overcast clouds
352,Havelock,US,34.8791,-76.9013,78.78,87,39,5.17,scattered clouds
353,Ayan,RU,56.45,138.1667,40.93,52,95,12.1,overcast clouds
354,Grand-Santi,GF,4.25,-54.3833,78.53,76,75,3.36,broken clouds
355,Manavalakurichi,IN,8.1333,77.3,77.09,90,88,4.7,heavy intensity rain
356,Harbour Breton,CA,47.4833,-55.7983,46.99,70,71,6.58,broken clouds
357,Ghanzi,BW,-21.5667,21.7833,72.91,44,45,11.18,scattered clouds
358,Adrar,MR,20.5022,-10.0711,87.06,14,2,10.6,clear sky
359,Karratha,AU,-20.7377,116.8463,77.07,22,0,10.96,clear sky
360,Bang Saphan,TH,11.2126,99.5117,73.35,92,100,3.02,overcast clouds
361,Krasnovishersk,RU,60.4078,57.082,38.05,86,100,2.28,overcast clouds
362,Narsaq,GL,60.9167,-46.05,41.22,60,2,6.53,clear sky
363,Tevaitoa,PF,-16.7833,-151.5,78.8,66,8,13.02,clear sky
364,Saint Anthony,US,45.0205,-93.218,71.26,64,1,3.0,clear sky
365,Kroya,ID,-7.6331,109.2461,77.11,81,100,8.72,overcast clouds
366,Begowala,PK,32.4376,74.2682,75.18,83,0,0.0,smoke
367,Kodiak,US,57.79,-152.4072,49.51,81,90,5.75,overcast clouds
368,Aberystwyth,GB,52.4155,-4.0829,54.72,82,44,20.96,scattered clouds
369,Liverpool,GB,53.4106,-2.9779,54.82,80,23,14.0,few clouds
370,Ulaanbaatar,MN,47.9077,106.8832,39.33,38,0,8.95,clear sky
371,Monrovia,LR,6.3005,-10.7969,78.35,87,68,7.7,light rain
372,Bathsheba,BB,13.2167,-59.5167,82.83,69,35,19.75,scattered clouds
373,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.43,48,92,5.32,overcast clouds
374,Nogliki,RU,51.8333,143.1667,43.79,63,76,11.36,broken clouds
375,Bubaque,GW,11.2833,-15.8333,83.12,70,89,3.67,overcast clouds
376,Khipro,PK,25.8285,69.3772,81.45,65,4,6.55,clear sky
377,Scarborough,GB,54.2797,-0.4044,50.52,90,72,1.99,heavy intensity rain
378,Ukiah,US,39.1502,-123.2078,79.12,41,1,6.91,clear sky
379,Sola,VU,-13.8833,167.55,80.49,76,33,7.65,scattered clouds
380,Phuthaditjhaba,ZA,-28.5242,28.8158,49.42,71,28,3.58,scattered clouds
381,Kuldiga,LV,56.974,21.9572,55.09,54,48,16.13,scattered clouds
382,Tuatapere,NZ,-46.1333,167.6833,65.82,64,100,2.3,light rain
383,Finschhafen,PG,-6.6024,147.8681,82.65,73,97,7.2,overcast clouds
384,Gwadar,PK,25.1216,62.3254,79.72,83,23,9.8,few clouds
385,Chicama,PE,-7.8447,-79.1469,59.54,81,50,7.31,scattered clouds
386,Vestmannaeyjar,IS,63.4427,-20.2734,43.27,90,100,25.1,overcast clouds
387,Hofn,IS,64.2539,-15.2082,39.45,67,100,8.34,overcast clouds
388,Zhangjiakou,CN,40.81,114.8794,45.34,93,100,6.76,heavy intensity rain
389,Okhotsk,RU,59.3833,143.3,30.07,61,11,17.9,few clouds
390,Gudari,IN,19.35,83.7833,74.35,97,13,0.67,few clouds
391,Fukue,JP,32.6881,128.8419,77.36,73,20,8.05,few clouds
392,Topolobampo,MX,25.6,-109.05,96.06,33,20,17.27,few clouds
393,Miandrivazo,MG,-19.5167,45.4667,77.29,64,25,3.62,scattered clouds
394,Harnosand,SE,62.6323,17.9379,50.02,97,100,6.46,overcast clouds
395,Baie-Comeau,CA,49.2168,-68.1489,46.09,76,10,3.98,clear sky
396,Anadyr,RU,64.75,177.4833,34.3,100,75,11.01,fog
397,Xining,CN,36.6167,101.7667,47.62,86,100,1.28,overcast clouds
398,Raska,RS,43.2872,20.6153,51.75,62,19,3.13,few clouds
399,Lewistown,US,40.5992,-77.5714,70.25,100,75,0.0,broken clouds
400,Viedma,AR,-40.8135,-62.9967,47.46,56,86,18.81,overcast clouds
401,Takhtamygda,RU,54.1,123.5667,33.87,63,8,2.59,clear sky
402,Kefamenanu,ID,-9.4467,124.4781,82.65,47,25,2.44,scattered clouds
403,Manzanillo,CU,20.3433,-77.1167,78.6,78,79,2.71,broken clouds
404,Mata Grande,BR,-9.1175,-37.7322,70.7,69,28,11.32,scattered clouds
405,Buala,SB,-8.145,159.5921,84.94,68,56,7.87,light rain
406,Makakilo City,US,21.3469,-158.0858,88.12,51,75,9.22,broken clouds
407,Cabo San Lucas,MX,22.8909,-109.9124,92.61,62,1,13.8,clear sky
408,Presque Isle,US,46.6811,-68.0159,54.03,84,1,0.0,clear sky
409,Taltal,CL,-25.4,-70.4833,59.43,76,54,4.83,broken clouds
410,Sal Rei,CV,16.1833,-22.9167,77.56,81,1,16.84,clear sky
411,Nago,JP,26.5881,127.9761,84.36,76,78,17.63,broken clouds
412,Paita,PE,-5.0892,-81.1144,64.17,87,25,14.72,scattered clouds
413,Waipawa,NZ,-41.4122,175.5153,60.46,76,100,7.67,overcast clouds
414,Bar Harbor,US,44.3876,-68.2039,55.24,81,1,3.0,clear sky
415,Porto Novo,BJ,6.4965,2.6036,82.22,88,100,5.91,light rain
416,Bandipur,NP,27.9333,84.4167,61.74,93,19,2.17,few clouds
417,Demak,ID,-6.8909,110.6396,80.56,63,88,10.29,overcast clouds
418,Katherine,AU,-14.4667,132.2667,88.12,51,86,10.36,overcast clouds
419,Goderich,CA,43.7501,-81.7165,63.21,88,18,3.44,few clouds
420,Lidkoping,SE,58.5052,13.1577,52.54,96,100,9.42,overcast clouds
421,Bayangol,RU,50.6977,103.4656,28.94,80,27,2.82,scattered clouds
422,Luderitz,NA,-26.6481,15.1594,56.52,75,0,5.19,clear sky
423,La Ronge,CA,55.1001,-105.2842,52.05,32,75,13.8,broken clouds
424,Cidreira,BR,-30.1811,-50.2056,59.23,63,0,11.65,clear sky
425,Manchester,GB,53.4809,-2.2374,54.52,83,67,4.0,broken clouds
426,Snasa,NO,64.2457,12.3778,46.9,82,88,2.84,overcast clouds
427,Gao,ML,16.6362,1.637,91.42,17,55,7.02,broken clouds
428,Beira,MZ,-19.8436,34.8389,73.49,94,40,3.44,scattered clouds
429,Menomonie,US,44.8755,-91.9193,68.02,67,8,3.44,clear sky
430,Beloha,MG,-25.1667,45.05,62.02,79,0,5.99,clear sky
431,Ketchikan,US,55.3422,-131.6461,52.27,50,1,8.05,clear sky
432,Margate,GB,51.3813,1.3862,52.7,74,75,3.0,broken clouds
433,Mandera,KE,3.9366,41.867,78.04,59,79,11.81,broken clouds
434,Naze,JP,28.3667,129.4833,81.52,67,61,15.99,broken clouds
435,Camabatela,AO,-8.1881,15.375,65.25,82,94,1.63,overcast clouds
436,Wapi Pathum,TH,15.8452,103.3768,78.69,84,96,5.39,overcast clouds
437,Ancud,CL,-41.8697,-73.8203,45.93,65,0,6.98,clear sky
438,Manokwari,ID,-0.8667,134.0833,82.44,70,100,2.95,heavy intensity rain
439,Save,BJ,8.0425,2.486,74.57,95,100,4.16,overcast clouds
440,Terre Haute,US,39.4667,-87.4139,71.96,82,1,3.44,clear sky
441,Kualakapuas,ID,-3.0091,114.3876,78.96,81,100,1.68,overcast clouds
442,Sitka,US,57.0531,-135.33,51.69,50,1,16.11,clear sky
443,Fort Nelson,CA,58.8053,-122.7002,42.39,52,75,2.3,broken clouds
444,Victoria,HK,22.2855,114.1577,85.32,67,4,5.01,clear sky
445,Witney,GB,51.7836,-1.4854,52.45,78,0,5.75,clear sky
446,Nemuro,JP,43.3236,145.575,52.23,80,100,2.13,overcast clouds
447,Bengkulu,ID,-3.8004,102.2655,75.16,88,100,2.73,overcast clouds
448,Gamba,GA,-2.65,10.0,75.16,85,100,4.0,overcast clouds
449,Kokopo,PG,-4.352,152.2633,79.61,83,100,1.88,moderate rain
450,Madimba,TZ,-10.4,40.3333,71.56,89,35,4.61,scattered clouds
451,Palmer,US,42.1584,-72.3287,58.5,84,90,0.0,overcast clouds
452,Beyla,GN,8.6833,-8.6333,68.16,90,55,1.59,broken clouds
453,Port Blair,IN,11.6667,92.75,79.5,80,99,12.66,overcast clouds
454,Camachile,PH,14.6436,120.5808,81.0,88,100,5.7,overcast clouds
455,Scottsbluff,US,41.8666,-103.6672,79.92,23,1,5.99,clear sky
456,Svetlaya,RU,46.5389,138.3297,49.48,47,0,5.97,clear sky
457,Mahebourg,MU,-20.4081,57.7,70.25,94,20,5.75,light rain
458,Seydi,TM,39.4816,62.9137,47.37,33,49,16.13,scattered clouds
459,Chepareria,KE,1.3077,35.2039,61.47,80,88,3.31,overcast clouds
460,Jinchang,CN,38.4953,102.1739,46.42,72,53,2.91,broken clouds
461,Pozo Colorado,PY,-23.4923,-58.7972,73.15,62,75,6.62,broken clouds
462,Nikko,JP,36.75,139.6167,72.95,69,58,3.62,broken clouds
463,Berdigestyakh,RU,62.0989,126.6992,30.99,74,59,6.85,broken clouds
464,Sorland,NO,67.667,12.6934,50.77,79,48,18.95,scattered clouds
465,Bantou,CN,26.2151,117.4893,75.96,70,53,3.27,broken clouds
466,Kuusamo,FI,65.9667,29.1833,48.24,93,90,12.66,overcast clouds
467,Santa Maria,BR,-29.6842,-53.8069,55.02,81,30,6.55,scattered clouds
468,Goianesia,BR,-15.3175,-49.1175,86.41,29,94,2.21,overcast clouds
469,Prado,BR,-17.3411,-39.2208,75.25,87,34,9.75,scattered clouds
470,Hamilton,US,39.1834,-84.5333,74.25,83,1,0.0,clear sky
471,Chipinge,ZW,-20.1883,32.6236,58.66,96,9,3.36,clear sky
472,Poco Branco,BR,-5.6228,-35.6628,78.75,84,49,10.31,scattered clouds
473,La Grande,US,45.3246,-118.0877,77.58,40,66,10.71,broken clouds
474,Latung,PH,5.5,120.8833,83.79,78,100,11.77,overcast clouds
475,Maniitsoq,GL,65.4167,-52.9,37.33,69,100,13.04,overcast clouds
476,Sakakah,SA,29.9697,40.2064,74.77,27,0,10.85,clear sky
477,Corinto,GR,37.9407,22.9573,64.63,69,0,4.34,clear sky
478,Deniliquin,AU,-35.5333,144.9667,66.0,36,3,8.59,clear sky
479,Meulaboh,ID,4.1363,96.1285,76.46,84,100,2.57,overcast clouds
480,Papara,BR,-3.9839,-38.7273,79.68,86,69,5.17,broken clouds
481,Dzhebariki-Khaya,RU,62.2167,135.8,30.76,83,99,6.82,overcast clouds
482,Baghdad,IQ,33.3406,44.4009,69.71,40,0,1.14,clear sky
483,Buin,CL,-33.7333,-70.75,65.73,50,0,3.2,clear sky
484,Grand Gaube,MU,-20.0064,57.6608,70.38,82,51,1.01,light rain
485,Kahului,US,20.8947,-156.47,87.82,62,40,24.16,scattered clouds
486,Northam,GB,51.0333,-4.2167,56.39,74,29,19.8,scattered clouds
487,Hambantota,LK,6.1241,81.1185,79.12,81,100,17.16,overcast clouds
488,Lazaro Cardenas,MX,17.9583,-102.2,82.69,85,94,6.58,overcast clouds
489,Alushta,UA,44.6667,34.4167,55.0,83,99,14.99,overcast clouds
490,Zabol,AF,32.25,67.25,54.36,17,0,2.64,clear sky
491,Le Port,RE,-20.9373,55.2919,69.8,81,21,4.29,few clouds
492,Camacha,PT,33.0833,-16.3333,69.53,73,20,12.66,few clouds
493,Fare,PF,-16.7,-151.0167,78.6,67,0,13.58,clear sky
494,Alofi,NU,-19.0595,-169.9187,80.49,74,75,11.5,light rain
495,Murray Bridge,AU,-35.1167,139.2667,72.84,29,52,14.97,broken clouds
496,Shakawe,BW,-18.3667,21.85,71.04,52,15,1.25,few clouds
497,Lorengau,PG,-2.0226,147.2712,79.41,86,100,5.19,overcast clouds
498,Kamloops,CA,50.6665,-120.3192,61.79,51,75,4.0,broken clouds
499,Valparaiso,CL,-33.0393,-71.6273,56.48,79,0,4.61,clear sky
500,Saldanha,ZA,-33.0117,17.9442,57.25,67,15,9.01,few clouds
501,Storforshei,NO,66.4043,14.5233,47.66,93,99,4.65,overcast clouds
502,Kyshtovka,RU,56.555,76.6271,27.07,87,10,7.23,clear sky
503,Kanchanaburi,TH,14.6333,99.1,74.84,91,99,2.42,moderate rain
504,Huilong,CN,31.8111,121.655,82.92,83,26,11.77,scattered clouds
505,Sao Filipe,CV,14.8961,-24.4956,80.35,75,3,1.07,clear sky
506,Rudnyy,KZ,52.9594,63.1206,21.43,84,94,4.9,overcast clouds
507,Lompoc,US,34.6391,-120.4579,79.02,81,75,11.5,mist
508,Leshukonskoye,RU,64.8989,45.7622,42.6,84,31,11.1,scattered clouds
509,Hede,CN,33.7681,120.2517,76.15,79,2,6.06,light rain
510,Zhigansk,RU,66.7697,123.3711,28.51,85,100,15.68,overcast clouds
511,Port Hedland,AU,-20.3167,118.5667,80.65,47,1,11.5,clear sky
512,Sungaipenuh,ID,-2.0833,101.3833,65.88,91,99,0.54,overcast clouds
513,Agua Dulce,MX,18.1333,-94.1333,83.98,79,23,12.86,few clouds
514,Broken Hill,AU,-31.95,141.4333,72.41,19,0,17.11,clear sky
515,Cascais,PT,38.6979,-9.4215,65.46,76,87,8.99,overcast clouds
516,Nyurba,RU,63.2842,118.3319,30.29,92,97,5.59,overcast clouds
517,Port Hawkesbury,CA,45.6169,-61.3485,54.59,96,1,1.01,clear sky
518,Vicuna,CL,-30.0319,-70.7081,66.78,47,0,0.6,clear sky
519,Asyut,EG,27.181,31.1837,70.21,56,0,13.31,clear sky
520,Krasnoselkup,RU,65.7,82.4667,37.45,98,100,15.46,overcast clouds
521,Faratsiho,MG,-19.4,46.95,53.89,82,50,3.6,scattered clouds
522,Hasaki,JP,35.7333,140.8333,77.29,80,35,10.09,scattered clouds
523,Kauhajoki,FI,62.4333,22.1833,49.98,95,100,9.24,light rain
524,Lubao,PH,14.9167,120.55,80.62,93,100,3.24,overcast clouds
525,Guerrero Negro,MX,27.9769,-114.0611,75.06,70,1,17.76,clear sky
526,Vanavara,RU,60.34,102.2797,23.65,92,49,4.81,scattered clouds
527,Valdemarpils,LV,57.3707,22.5919,54.82,59,77,17.27,broken clouds
528,Nicoya,CR,10.1483,-85.452,80.15,88,85,1.7,overcast clouds
529,Suez,EG,29.9737,32.5263,66.56,84,0,7.87,clear sky
530,Kendari,ID,-3.945,122.4989,81.97,75,88,3.13,overcast clouds
531,Kapuskasing,CA,49.4169,-82.4331,59.09,94,20,2.3,few clouds
532,Kimbe,PG,-5.5502,150.1429,81.43,84,97,4.32,moderate rain
533,Grindavik,IS,63.8424,-22.4338,42.75,81,75,9.22,broken clouds
534,Mabaruma,GY,8.2,-59.7833,76.73,91,6,4.27,clear sky
535,Avera,US,33.194,-82.5271,75.7,87,100,6.89,overcast clouds
536,Talaya,RU,61.3833,152.75,13.91,86,66,4.63,broken clouds
537,Urambo,TZ,-5.0667,32.05,72.91,59,85,2.71,overcast clouds
538,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,94,75,10.74,broken clouds
539,Quilmana,PE,-12.95,-76.3833,64.72,81,91,3.24,overcast clouds
540,Issoudun,FR,47.0,1.8333,49.69,87,75,9.22,broken clouds
541,Pasighat,IN,28.0667,95.3333,72.37,85,51,2.62,broken clouds
542,Coihaique,CL,-45.5752,-72.0662,44.55,49,0,37.98,clear sky
543,Basarabeasca,MD,46.3311,28.9728,36.12,75,6,5.21,clear sky
544,Atambua,ID,-9.1061,124.8925,82.49,52,38,1.32,scattered clouds
545,Mahanoro,MG,-19.9,48.8,66.11,85,5,4.63,clear sky
546,Mandalgovi,MN,45.7625,106.2708,38.37,52,11,7.43,few clouds
547,Lermontovka,RU,47.1453,134.3383,45.09,53,0,4.56,clear sky
548,Toora-Khem,RU,52.4675,96.11,25.68,83,14,1.25,few clouds
549,Nioro,GM,13.35,-15.75,78.37,85,60,3.31,broken clouds
550,Tautira,PF,-17.7333,-149.15,84.22,75,38,10.42,light rain
551,Aden,YE,12.7794,45.0367,86.61,82,21,11.23,few clouds
552,Hirara,JP,24.8,125.2833,84.47,79,40,14.97,scattered clouds
553,Touros,BR,-5.1989,-35.4608,79.7,80,28,14.58,scattered clouds
554,Phetchabun,TH,16.25,101.0833,80.87,92,70,4.21,broken clouds
555,Biloela,AU,-24.4167,150.5,80.29,16,0,9.28,clear sky
556,Koungheul,SN,13.9833,-14.8,81.01,71,41,6.76,scattered clouds
557,Karwar,IN,14.8,74.1333,78.04,88,98,3.87,overcast clouds
558,Artyom,AZ,40.4723,50.333,59.14,58,89,24.63,overcast clouds
559,Port Hardy,CA,50.6996,-127.4199,46.58,100,90,5.75,light intensity shower rain
560,Srednekolymsk,RU,67.45,153.6833,22.3,71,76,8.93,broken clouds
561,Muromtsevo,RU,56.3724,75.2418,26.42,89,9,5.57,clear sky
562,Jackson,US,42.4165,-122.8345,72.16,52,20,18.41,few clouds
563,Celestun,MX,20.8667,-90.4,82.62,71,37,9.33,scattered clouds
564,Malanje,AO,-9.5402,16.341,67.1,84,97,1.7,light rain
565,Houma,US,29.5958,-90.7195,78.8,80,14,3.51,few clouds
566,Mogadishu,SO,2.0371,45.3438,77.81,86,55,15.03,broken clouds
567,Xuddur,SO,4.1213,43.8894,72.18,80,85,10.31,overcast clouds
568,Tucurui,BR,-3.7661,-49.6725,84.11,53,94,3.4,overcast clouds
569,Emba,KZ,48.8264,58.1442,32.43,52,29,6.55,scattered clouds
570,Honningsvag,NO,70.9821,25.9704,48.11,83,74,21.56,moderate rain
571,Rovaniemi,FI,66.5,25.7167,47.61,100,90,18.41,overcast clouds
572,Ruidoso,US,33.3317,-105.673,71.56,32,1,6.91,clear sky
573,Brae,GB,60.3964,-1.353,48.11,82,100,11.1,overcast clouds
574,Caucasia,CO,7.9865,-75.1935,77.36,93,95,4.5,overcast clouds
575,Coos Bay,US,43.3665,-124.2179,57.94,97,20,4.61,few clouds
576,Merritt Island,US,28.5392,-80.672,82.98,81,1,4.61,clear sky
577,Killybegs,IE,54.6333,-8.45,45.45,79,97,6.58,overcast clouds
578,Meadow Lake,US,34.8014,-106.5436,78.31,30,40,13.42,scattered clouds
579,Pak Chong,TH,14.708,101.4161,78.82,94,100,3.62,overcast clouds
580,Lampa,CL,-33.2833,-70.9,62.64,34,0,12.66,clear sky
581,Praya,CV,14.9215,-23.5087,79.34,83,20,11.5,few clouds
582,Senador Pompeu,BR,-5.5881,-39.3717,83.25,55,94,10.47,overcast clouds
583,Moroto,UG,2.5345,34.6666,69.8,65,94,3.13,overcast clouds
584,Abalak,RU,58.1286,68.5944,33.24,98,100,4.21,overcast clouds
585,Tessalit,ML,20.1986,1.0114,86.49,14,8,11.03,clear sky
586,Bella Union,UY,-30.2752,-57.6007,57.88,73,1,8.75,clear sky
587,Cururupu,BR,-1.8283,-44.8683,76.06,89,74,4.29,broken clouds
588,Pacific Grove,US,36.6177,-121.9166,77.81,81,1,4.0,clear sky
589,Plastun,RU,44.7561,136.2939,50.61,45,80,6.29,broken clouds
590,Joplin,US,37.0842,-94.5133,70.36,68,20,7.0,few clouds
591,Mananjary,MG,-21.2167,48.3333,67.95,83,38,4.34,scattered clouds
592,Nuuk,GL,64.1835,-51.7216,34.41,93,75,12.66,broken clouds
593,Centralia,US,46.7162,-122.9543,57.81,81,100,6.35,overcast clouds
594,Pocos De Caldas,BR,-21.7878,-46.5614,65.52,83,21,3.24,few clouds
595,Valenca,BR,-13.3703,-39.0731,72.25,91,96,3.2,overcast clouds
596,Zhirnovsk,RU,50.9845,44.7735,35.96,58,1,7.31,clear sky
597,Svetlyy,RU,54.675,20.1347,55.45,50,7,22.59,clear sky
598,Mezen,RU,65.8522,44.24,43.75,83,51,13.18,broken clouds
599,Lagos,NG,6.5833,3.75,76.03,95,92,3.89,moderate rain
600,Atar,MR,20.5169,-13.0499,88.41,18,1,8.99,clear sky
601,Smithers,CA,54.7804,-127.1743,41.32,70,90,3.44,overcast clouds
602,Del Carmen,PH,9.8694,125.9697,81.86,78,100,7.43,moderate rain
603,Luanda,AO,-8.8368,13.2343,73.4,78,40,6.91,scattered clouds
604,Merke,KZ,42.8728,73.1786,36.45,98,100,1.07,overcast clouds
605,Rocha,UY,-34.4833,-54.3333,53.31,75,0,6.51,clear sky
606,Sambava,MG,-14.2667,50.1667,67.42,89,12,8.12,few clouds
607,Dalby,AU,-27.1833,151.2667,72.01,18,0,10.36,clear sky
608,Arlit,NE,18.7369,7.3853,86.18,16,0,10.0,clear sky
609,Birobidzhan,RU,48.8,132.95,46.63,53,1,6.26,clear sky
610,Qinggang,CN,46.6833,126.0833,45.72,62,53,6.24,broken clouds
611,Grand Baie,MU,-20.0182,57.5802,70.45,82,63,1.01,light rain
612,Tevriz,RU,57.509,72.4042,26.83,91,42,3.8,scattered clouds
613,Monte Azul,BR,-15.155,-42.8747,82.29,24,78,7.94,broken clouds
614,Torres,BR,-29.3353,-49.7269,56.82,72,2,5.3,clear sky
615,Walvis Bay,NA,-22.9575,14.5053,54.09,87,1,2.3,clear sky
616,Mitsamiouli,KM,-11.3847,43.2844,75.06,81,63,2.35,broken clouds
617,Bolgatanga,GH,10.7856,-0.8514,79.29,68,45,2.75,scattered clouds
618,Kushima,JP,31.4583,131.2333,77.04,63,0,3.69,clear sky
619,Saint-Augustin,CA,51.226,-58.6502,51.21,57,45,7.31,scattered clouds
620,Kota Belud,MY,6.351,116.4305,79.75,76,100,4.27,overcast clouds
621,Nhulunbuy,AU,-12.2333,136.7667,86.61,66,40,10.36,scattered clouds
622,Muzhi,RU,65.3667,64.6667,39.09,77,62,8.57,broken clouds
623,Maarianhamina,AX,60.0973,19.9348,53.46,82,0,10.36,clear sky
624,Kamina,CD,-8.7386,24.9906,65.32,96,100,3.44,overcast clouds
625,Laramie,US,41.3114,-105.5911,69.73,23,1,7.0,clear sky
626,Antalaha,MG,-14.9003,50.2788,66.31,87,15,6.51,few clouds
627,Kyra,RU,49.5776,111.9753,40.26,58,100,2.44,overcast clouds
628,Verkhnyaya Inta,RU,65.9811,60.3094,38.95,88,23,20.62,few clouds
629,Bonthe,SL,7.5264,-12.505,77.81,89,51,5.21,light rain
630,Kabinda,CD,-6.1333,24.4833,66.76,96,93,4.47,light rain
631,Mufulira,ZM,-12.5498,28.2407,64.6,83,70,4.63,broken clouds
632,Lakes Entrance,AU,-37.8811,147.981,64.58,45,4,7.02,clear sky
633,Honiara,SB,-9.4333,159.95,87.24,62,15,6.13,few clouds
634,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,61,0,5.75,clear sky
635,Kon Tum,VN,14.35,108.0,70.9,93,100,1.28,moderate rain
636,Taiping,MY,4.85,100.7333,77.2,91,96,2.21,overcast clouds
637,Nelson Bay,AU,-32.7167,152.15,72.28,42,1,7.78,clear sky
638,Nanuque,BR,-17.8392,-40.3539,74.05,82,41,12.46,scattered clouds
639,Curup,ID,-3.4667,102.5333,68.54,95,99,1.39,overcast clouds
640,Hammerfest,NO,70.6634,23.6821,48.65,81,90,17.27,drizzle
641,Dingle,PH,10.9995,122.6711,77.86,87,100,2.84,overcast clouds
642,Collie,AU,-33.3667,116.15,49.55,56,4,2.77,clear sky
643,Wanning,CN,18.8003,110.3967,81.63,85,100,13.78,overcast clouds
644,Nanyamba,TZ,-10.6833,39.8333,64.89,98,44,0.94,scattered clouds
645,Mapimi,MX,25.8167,-103.85,81.37,42,59,5.21,broken clouds
646,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.83,62,74,2.13,broken clouds
647,Yerbogachen,RU,61.2767,108.0108,26.49,92,80,6.62,broken clouds
648,Tansen,NP,27.8673,83.5467,60.64,93,4,3.49,clear sky
649,Jacmel,HT,18.2342,-72.5347,84.04,81,89,3.53,overcast clouds
650,Tromso,NO,69.6496,18.957,50.65,93,75,5.01,light intensity shower rain
651,Newark,US,40.7357,-74.1724,65.1,88,90,1.01,overcast clouds
652,Novopokrovka,UA,49.8425,36.5477,44.98,72,56,9.28,broken clouds
653,Jalu,LY,29.0331,21.5482,68.92,44,0,9.28,clear sky
654,Okha,RU,53.5739,142.9478,45.18,60,99,12.95,overcast clouds
655,Tiarei,PF,-17.5333,-149.3333,84.22,74,11,11.59,few clouds
656,Parabel,RU,58.6978,81.4825,26.82,84,53,4.38,broken clouds
657,Oranjemund,NA,-28.55,16.4333,56.32,76,52,1.16,broken clouds
658,Tobermory,CA,45.2501,-81.6665,52.3,70,0,6.26,clear sky
659,New Glasgow,CA,45.5834,-62.6486,54.79,71,25,3.33,scattered clouds
660,Hailey,US,43.5196,-114.3153,71.91,24,40,11.5,scattered clouds
661,Nehe,CN,48.4833,124.8333,44.51,65,9,6.15,clear sky
662,Vasteras,SE,59.6162,16.5528,53.51,91,75,12.66,broken clouds
663,Banjar,ID,-8.19,114.9675,80.46,79,83,8.19,broken clouds
664,Yorosso,ML,12.3536,-4.7761,79.18,57,48,4.7,scattered clouds
665,Lavrentiya,RU,65.5833,-171.0,36.3,99,100,4.52,light rain
666,Mandi Bahauddin,PK,32.5834,73.4843,77.97,63,0,1.97,clear sky
667,Quelimane,MZ,-17.8786,36.8883,71.55,94,0,2.3,clear sky
668,Magadi,IN,12.9667,77.2333,68.34,94,100,3.24,light rain
669,Havoysund,NO,70.9963,24.6622,49.08,72,67,20.38,moderate rain
670,Tateyama,JP,34.9833,139.8667,81.14,71,90,7.29,overcast clouds
671,Daoukro,CI,7.0591,-3.9631,72.14,99,100,3.38,moderate rain
672,Vila Velha,BR,-20.3297,-40.2925,75.15,83,75,11.5,broken clouds
673,Sandy Bay,AU,-42.913,147.3532,61.09,50,20,3.0,few clouds
674,Jonesboro,US,35.8423,-90.7043,73.69,69,75,8.99,broken clouds
675,Wegrow,PL,52.3995,22.0163,56.55,44,2,19.89,clear sky
676,Sassandra,CI,4.95,-6.0833,75.83,93,0,4.54,clear sky
677,Elmadag,TR,39.9208,33.2308,44.35,75,1,2.51,clear sky
678,Bintulu,MY,3.1667,113.0333,75.61,94,40,3.44,heavy intensity rain
679,La Rioja,ES,42.25,-2.5,53.04,96,100,2.64,overcast clouds
680,Manica,FR,49.0,-1.1667,53.01,88,2,9.24,clear sky
681,Asadabad,IR,34.7824,48.1185,52.16,18,0,3.0,clear sky
682,Mapulot,PH,14.0339,122.5408,74.93,95,100,0.51,light rain
683,Buchanan,LR,5.8808,-10.0467,77.32,89,37,4.85,light rain
684,Galle,LK,6.0367,80.217,79.16,82,100,11.05,overcast clouds
685,Hualmay,PE,-11.0964,-77.6139,62.87,84,66,7.27,broken clouds
686,Matamoros,MX,25.5333,-103.25,84.31,32,40,11.5,scattered clouds
687,Mujiayingzi,CN,42.1167,118.7833,47.61,53,99,4.99,light rain
688,Morton,US,46.7722,-101.2615,83.43,16,10,10.42,clear sky
689,Bereda,ES,43.2686,-7.5406,53.58,100,99,0.2,overcast clouds
690,Altamont,US,42.2068,-121.7372,69.89,24,1,1.99,clear sky
691,Guantanamo,CU,20.1444,-75.2092,83.77,78,66,1.61,broken clouds
692,Orchard Homes,US,46.8633,-114.0484,80.74,21,1,1.01,clear sky
693,Redlands,US,34.0556,-117.1825,82.15,52,40,4.0,scattered clouds
694,Ambon,ID,-3.6954,128.1814,82.54,89,40,4.61,scattered clouds
695,Kieta,PG,-6.2167,155.6333,84.96,68,100,4.09,overcast clouds
696,Santa Elena,EC,-2.2333,-80.85,69.08,82,36,9.84,scattered clouds
697,Naifaru,MV,5.4444,73.3657,82.6,77,100,17.25,overcast clouds
698,Korhogo,CI,9.45,-5.6333,74.28,77,30,3.87,scattered clouds
699,Susehri,TR,40.1644,38.0867,44.82,82,73,4.61,broken clouds
700,Laguna,US,38.421,-121.4238,85.44,29,1,5.01,clear sky
701,Tashtyp,RU,52.7939,89.8983,29.59,88,69,1.72,broken clouds
