City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
107,Pafos,CY,2021-09-30 21:04:04,34.7667,32.4167,71.51,78,0,5.75
108,Chuy,UY,2021-09-30 21:06:16,-33.6971,-53.4616,58.95,92,100,13.91
109,Petropavlovsk-Kamchatskiy,RU,2021-09-30 21:06:16,53.0452,158.6483,45.19,93,75,2.24
110,Kralendijk,BQ,2021-09-30 21:06:16,12.15,-68.2667,84.29,71,77,11.74
111,Along,IN,2021-09-30 21:06:17,28.1667,94.7667,72.66,99,60,0.6
112,Victoria Point,AU,2021-09-30 21:06:17,-27.5833,153.3,67.17,91,100,1.01
113,La Dorada,CO,2021-09-30 21:06:17,5.4478,-74.6631,82.26,67,99,4.74
114,Ancud,CL,2021-09-30 21:01:38,-41.8697,-73.8203,49.19,54,11,8.14
115,College,US,2021-09-30 21:06:18,64.8569,-147.8028,33.58,71,99,4.29
116,Kununurra,AU,2021-09-30 21:06:18,-15.7667,128.7333,73.38,88,10,3.44
117,Araouane,ML,2021-09-30 21:06:19,18.9048,-3.5265,96.01,20,65,9.46
118,Miri,MY,2021-09-30 21:06:19,4.4148,114.0089,77.11,91,100,2.82
119,Nemuro,JP,2021-09-30 21:06:20,43.3236,145.575,61.23,94,81,6.55
120,Provideniya,RU,2021-09-30 21:06:20,64.3833,-173.3,35.71,60,75,13.42
121,East London,ZA,2021-09-30 21:06:20,-33.0153,27.9116,63.86,92,59,7.02
122,Sabinov,SK,2021-09-30 21:06:21,49.1031,21.0988,48.83,94,100,3.83
123,Carauari,BR,2021-09-30 21:06:21,-4.8828,-66.8958,78.04,84,98,1.36
124,Half Moon Bay,US,2021-09-30 21:06:21,37.4636,-122.4286,92.25,20,1,0.0
125,Gupitan,PH,2021-09-30 21:06:22,7.7758,125.6406,73.62,95,61,1.25
126,Nuevo Progreso,MX,2021-09-30 21:06:22,23.1667,-97.95,86.59,67,100,7.63
127,Caravelas,BR,2021-09-30 21:04:17,-17.7125,-39.2481,75.43,82,5,8.81
128,Tabou,CI,2021-09-30 21:06:23,4.423,-7.3528,77.27,87,51,5.77
129,Tezu,IN,2021-09-30 21:06:23,27.9167,96.1667,73.22,93,7,3.02
130,Tokmak,UA,2021-09-30 21:06:23,47.2514,35.7058,48.61,47,0,10.78
131,Palmer,US,2021-09-30 21:06:24,42.1584,-72.3287,60.4,59,75,1.99
132,Leningradskiy,RU,2021-09-30 21:06:24,69.3833,178.4167,24.58,94,100,12.57
133,San Cristobal,VE,2021-09-30 21:06:25,7.7669,-72.225,78.84,60,69,5.46
134,Comodoro Rivadavia,AR,2021-09-30 21:06:25,-45.8667,-67.5,52.86,44,61,16.37
135,Loreto,MX,2021-09-30 21:06:25,22.2667,-101.9667,76.69,40,49,4.09
136,Ponta Do Sol,PT,2021-09-30 21:06:26,32.6667,-17.1,72.72,76,5,9.13
137,Mimongo,GA,2021-09-30 21:06:26,-1.6195,11.6068,70.75,97,100,1.3
138,Thinadhoo,MV,2021-09-30 21:06:26,0.5333,72.9333,81.75,71,87,5.26
139,San Patricio,US,2021-09-30 21:06:27,28.017,-97.5169,93.61,57,97,12.57
140,Bage,BR,2021-09-30 21:06:27,-31.3314,-54.1069,58.8,96,100,10.2
141,Stilfontein,ZA,2021-09-30 21:06:27,-26.8449,26.7683,67.86,52,100,10.18
142,Pangnirtung,CA,2021-09-30 21:06:28,66.1451,-65.7125,30.2,100,90,6.91
143,Jonkoping,SE,2021-09-30 21:06:28,57.7814,14.1562,54.39,100,90,14.97
144,Thompson,CA,2021-09-30 21:03:17,55.7435,-97.8558,65.93,40,19,4.72
145,Saint-Pierre,RE,2021-09-30 21:06:29,-21.3393,55.4781,71.28,72,90,5.75
146,Menongue,AO,2021-09-30 21:06:29,-14.6585,17.691,72.36,39,86,6.33
147,Vila Velha,BR,2021-09-30 21:06:29,-20.3297,-40.2925,66.94,86,37,8.03
148,Aswan,EG,2021-09-30 21:06:30,24.0934,32.907,82.27,31,0,13.69
149,Kruisfontein,ZA,2021-09-30 21:06:30,-34.0033,24.7314,60.89,99,100,5.91
150,Clyde River,CA,2021-09-30 21:06:30,70.4692,-68.5914,35.46,71,100,5.08
151,Iqaluit,CA,2021-09-30 21:06:31,63.7506,-68.5145,29.93,100,75,3.0
152,Isla Vista,US,2021-09-30 21:06:31,34.4133,-119.861,95.07,18,1,8.05
153,Kenai,US,2021-09-30 21:06:31,60.5544,-151.2583,44.1,65,100,16.33
154,Beidao,CN,2021-09-30 21:06:32,34.5686,105.8933,61.52,90,3,1.83
155,Krasnoselkup,RU,2021-09-30 21:06:32,65.7,82.4667,30.49,97,100,14.38
156,Hasaki,JP,2021-09-30 21:03:12,35.7333,140.8333,70.29,90,100,21.52
157,Otavi,NA,2021-09-30 21:06:32,-19.65,17.3333,71.44,16,0,15.82
158,Mahebourg,MU,2021-09-30 21:06:33,-20.4081,57.7,72.25,76,25,13.58
159,Kapaa,US,2021-09-30 21:06:33,22.0752,-159.319,81.19,71,37,5.01
160,Ozinki,RU,2021-09-30 21:06:33,51.1786,49.6769,42.46,62,55,4.09
161,Gushikawa,JP,2021-09-30 21:06:34,26.3544,127.8686,81.63,74,48,16.08
162,Kamenka,RU,2021-09-30 21:06:34,51.3223,42.7678,44.82,64,69,4.9
163,Tadine,NC,2021-09-30 21:06:34,-21.55,167.8833,73.9,77,59,17.18
164,Daru,PG,2021-09-30 21:06:35,-9.0763,143.2092,78.12,90,100,12.62
165,Cockburn Town,TC,2021-09-30 21:06:35,21.4612,-71.1419,83.16,70,0,11.74
166,Avarua,CK,2021-09-30 21:06:35,-21.2078,-159.775,80.65,74,20,13.8
167,Bengkulu,ID,2021-09-30 21:06:36,-3.8004,102.2655,74.53,88,100,3.31
168,Faanui,PF,2021-09-30 21:06:36,-16.4833,-151.75,79.27,73,1,17.6
169,Yellowknife,CA,2021-09-30 21:06:36,62.456,-114.3525,51.42,93,100,1.01
170,Taoudenni,ML,2021-09-30 21:06:37,22.6783,-3.9836,96.22,9,83,12.64
171,Pontianak,ID,2021-09-30 21:06:37,-0.0333,109.3333,75.18,100,75,1.14
172,Alofi,NU,2021-09-30 21:06:37,-19.0595,-169.9187,76.48,72,45,16.93
173,Vardo,NO,2021-09-30 21:06:38,70.3705,31.1107,42.55,85,17,13.94
174,Palencia,ES,2021-09-30 21:06:38,42.4167,-4.5,57.79,50,77,3.47
175,Lensk,RU,2021-09-30 21:06:39,60.7253,114.9278,31.08,95,93,4.16
176,Laela,TZ,2021-09-30 21:06:39,-8.5667,32.05,70.72,43,62,3.24
177,Pascagoula,US,2021-09-30 21:04:15,30.3658,-88.5561,82.62,77,100,8.3
178,Isangel,VU,2021-09-30 21:06:39,-19.55,169.2667,73.47,87,100,13.56
179,Toora-Khem,RU,2021-09-30 21:06:40,52.4675,96.11,32.72,82,100,2.64
180,Nichinan,JP,2021-09-30 21:05:10,31.6,131.3667,72.93,82,0,3.78
181,Cabot,US,2021-09-30 21:06:40,34.9745,-92.0165,80.96,73,90,4.61
182,Dikson,RU,2021-09-30 21:03:09,73.5069,80.5464,33.87,83,100,21.85
183,Praia,CV,2021-09-30 21:06:41,14.9215,-23.5087,81.14,78,75,11.5
184,Yar,RU,2021-09-30 21:06:41,58.249,52.1026,43.36,96,100,5.82
185,Bathsheba,BB,2021-09-30 21:06:41,13.2167,-59.5167,83.79,72,100,12.66
186,Rio Cuarto,AR,2021-09-30 21:05:53,-33.1307,-64.3499,61.83,31,13,15.17
187,Thohoyandou,ZA,2021-09-30 21:06:42,-22.9456,30.485,61.18,89,36,3.98
188,Ulaangom,MN,2021-09-30 21:06:42,49.9811,92.0667,37.36,73,100,2.01
189,Khatanga,RU,2021-09-30 21:04:02,71.9667,102.5,29.19,98,100,6.96
190,Axim,GH,2021-09-30 21:06:11,4.8699,-2.2405,77.31,88,82,7.58
191,Buchanan,LR,2021-09-30 21:06:43,5.8808,-10.0467,78.76,86,97,5.93
192,Marzuq,YE,2021-09-30 21:06:43,14.4,46.4667,77.13,49,100,5.48
193,Montrose,US,2021-09-30 21:06:43,38.4166,-108.2673,53.01,65,100,3.96
194,Mangaratiba,BR,2021-09-30 21:06:44,-22.9597,-44.0406,69.3,87,79,2.95
195,Taksimo,RU,2021-09-30 21:06:44,56.3444,114.8794,29.12,75,79,2.71
196,Fandriana,MG,2021-09-30 21:06:44,-20.2333,47.3833,54.77,92,15,2.15
197,Ossora,RU,2021-09-30 21:06:45,59.2353,163.0719,35.71,44,37,3.24
198,Ust-Tsilma,RU,2021-09-30 21:06:45,65.441,52.1498,39.06,83,100,2.42
199,Plessisville,CA,2021-09-30 21:06:45,46.2186,-71.762,57.99,75,86,3.98
200,San Sebastian,ES,2021-09-30 21:04:53,43.3128,-1.975,62.29,82,0,1.01
201,Harindanga,IN,2021-09-30 21:06:46,22.0383,88.3214,80.58,90,100,4.38
202,Zyryanskoye,RU,2021-09-30 21:06:46,56.8306,86.6258,37.17,95,100,6.55
203,Rafraf,TN,2021-09-30 21:06:46,37.1904,10.1837,71.91,65,38,16.58
204,Usinsk,RU,2021-09-30 21:03:26,65.9939,57.5281,32.43,82,95,7.67
205,Bukama,CD,2021-09-30 21:06:47,-9.2,25.85,75.18,72,96,2.48
206,Lagoa,PT,2021-09-30 21:04:16,39.05,-27.9833,70.74,85,57,4.79
207,Dejen,ET,2021-09-30 21:06:47,10.1667,38.1333,53.8,75,22,3.58
208,Veraval,IN,2021-09-30 21:06:48,20.9,70.3667,80.56,87,99,13.96
209,Merauke,ID,2021-09-30 21:06:48,-8.4667,140.3333,77.74,89,100,9.4
210,Bethel,US,2021-09-30 21:03:07,41.3712,-73.414,63.05,68,96,6.04
211,San Francisco,US,2021-09-30 21:05:00,37.7749,-122.4194,93.96,35,1,3.44
212,Mongoumba,CF,2021-09-30 21:06:48,3.6415,18.5936,70.36,98,100,2.46
213,Hami,CN,2021-09-30 21:06:49,42.8,93.45,62.91,34,0,9.01
214,Petropavlovka,RU,2021-09-30 21:06:49,50.6114,105.3196,31.66,71,16,2.84
215,Bredasdorp,ZA,2021-09-30 21:06:50,-34.5322,20.0403,55.27,97,63,6.04
216,Nueva Loja,EC,2021-09-30 21:06:50,0.0847,-76.8828,79.52,72,83,1.45
217,Eureka,US,2021-09-30 21:05:29,40.8021,-124.1637,74.19,71,48,5.01
218,San Bernardo,CL,2021-09-30 21:06:51,-33.6,-70.7167,69.17,27,1,8.14
219,Ugoofaaru,MV,2021-09-30 21:06:51,5.6667,73.0,81.91,76,79,10.8
220,Victoria,HK,2021-09-30 21:05:49,22.2855,114.1577,85.32,87,18,1.01
221,Preeceville,CA,2021-09-30 21:06:51,51.95,-102.6677,70.95,20,0,7.47
222,Khor,RU,2021-09-30 21:06:52,47.8861,134.9464,45.28,79,95,3.4
223,Byron Bay,AU,2021-09-30 21:06:52,-28.65,153.6167,67.05,83,100,11.45
224,Severomuysk,RU,2021-09-30 21:06:52,56.1481,113.4267,13.48,88,91,3.87
225,Kyra,RU,2021-09-30 21:06:53,49.5776,111.9753,25.83,82,3,3.38
226,Sambava,MG,2021-09-30 21:06:53,-14.2667,50.1667,69.22,88,19,8.61
227,Molina,CL,2021-09-30 21:06:53,-35.1167,-71.2833,62.28,49,74,4.43
228,Imeni Zhelyabova,RU,2021-09-30 21:06:54,58.9544,36.5956,45.3,80,100,2.91
229,Kodiak,US,2021-09-30 21:02:09,57.79,-152.4072,45.91,87,75,4.61
230,Zlobin,HR,2021-09-30 21:06:54,45.2924,14.6541,52.9,63,0,4.61
231,Ryabovo,RU,2021-09-30 21:06:55,59.4,31.1333,44.26,95,29,4.5
232,Lazaro Cardenas,MX,2021-09-30 21:06:55,17.9583,-102.2,84.34,72,46,7.0
233,Manta,EC,2021-09-30 21:06:13,-0.95,-80.7333,77.76,67,36,14.03
234,Wattegama,LK,2021-09-30 21:06:56,6.7989,81.4808,77.92,85,100,0.54
235,Ranong,TH,2021-09-30 21:06:56,9.9658,98.6348,77.58,89,99,1.66
236,Jasper,US,2021-09-30 21:03:30,37.2001,-94.3502,83.53,78,75,16.11
237,Poso,ID,2021-09-30 21:06:18,-1.3959,120.7524,77.2,80,64,4.65
238,Westport,US,2021-09-30 21:04:57,41.1415,-73.3579,65.25,59,90,4.0
239,Riom,FR,2021-09-30 21:06:57,45.9167,2.9167,39.85,79,5,2.8
240,Mumford,GH,2021-09-30 21:06:57,5.2618,-0.759,77.72,90,96,9.75
241,Marystown,CA,2021-09-30 21:06:31,47.1666,-55.1483,61.86,100,100,1.01
242,Narsaq,GL,2021-09-30 21:06:58,60.9167,-46.05,34.02,45,0,3.51
243,Beihai,CN,2021-09-30 21:06:58,21.4833,109.1,83.41,70,2,7.83
244,Payo,ID,2021-09-30 21:06:58,-3.7508,103.6372,71.74,95,100,2.19
245,Chokwe,MZ,2021-09-30 21:06:59,-24.5333,32.9833,70.54,79,92,5.39
246,Tazovskiy,RU,2021-09-30 21:04:48,67.4667,78.7,32.9,93,100,17.52
247,Acari,PE,2021-09-30 21:06:59,-15.4311,-74.6158,75.79,51,6,8.79
248,Sao Miguel Dos Campos,BR,2021-09-30 21:06:59,-9.7811,-36.0936,74.43,90,28,7.38
249,Puerto Santander,CO,2021-09-30 21:07:00,8.3636,-72.4063,90.93,51,38,4.83
250,Agadir,MA,2021-09-30 21:07:00,30.4202,-9.5982,79.25,29,1,3.71
251,Tulum,MX,2021-09-30 21:07:01,20.2167,-87.4667,87.98,63,20,6.62
252,Impfondo,CG,2021-09-30 21:07:01,1.6381,18.0667,70.39,99,100,3.09
253,Langxiang,CN,2021-09-30 21:05:19,46.95,128.8833,35.42,96,11,3.67
254,Camacha,PT,2021-09-30 21:07:02,33.0833,-16.3333,68.76,73,40,12.66
255,Ampanihy,MG,2021-09-30 21:04:40,-24.7,44.75,68.61,87,0,6.93
256,Padang,ID,2021-09-30 21:07:02,-0.9492,100.3543,76.14,83,100,3.2
257,Nurota,UZ,2021-09-30 21:07:03,40.5614,65.6886,50.88,43,39,13.58
258,Port Moresby,PG,2021-09-30 21:07:03,-9.4431,147.1797,76.57,92,99,4.12
259,Homer,US,2021-09-30 21:07:03,59.6425,-151.5483,44.8,58,100,17.0
260,Flinders,AU,2021-09-30 21:07:04,-34.5833,150.8552,59.2,93,100,1.01
261,Cayenne,GF,2021-09-30 21:07:04,4.9333,-52.3333,86.04,78,20,3.0
262,Pisco,PE,2021-09-30 21:04:08,-13.7,-76.2167,65.01,84,32,7.72
263,Kembe,CF,2021-09-30 21:07:05,4.6228,21.8865,70.2,99,100,2.46
264,Buckeye,US,2021-09-30 21:04:46,33.3703,-112.5838,91.69,30,0,0.43
265,Panlaitan,PH,2021-09-30 21:07:05,12.1191,119.8486,82.44,79,100,5.32
266,Tarata,BO,2021-09-30 21:07:05,-17.6167,-66.0167,73.08,37,0,17.6
267,Niamtougou,TG,2021-09-30 21:07:06,9.7681,1.1053,72.46,91,100,2.39
268,Kalmunai,LK,2021-09-30 21:07:06,7.4167,81.8167,80.19,79,100,1.48
269,Grand-Santi,GF,2021-09-30 21:03:23,4.25,-54.3833,81.68,69,100,4.07
270,San Andres,CO,2021-09-30 21:07:07,12.5847,-81.7006,83.55,75,56,12.06
271,Wakkanai,JP,2021-09-30 21:07:07,45.4094,141.6739,63.27,83,44,4.36
272,Okato,NZ,2021-09-30 21:07:07,-39.2,173.8833,52.43,80,100,11.27
273,Zhangye,CN,2021-09-30 21:07:08,38.9342,100.4517,60.46,22,1,5.23
274,Shumskiy,RU,2021-09-30 21:04:39,54.8318,99.1328,33.22,90,56,3.96
275,Aklavik,CA,2021-09-30 21:07:08,68.2191,-135.0107,23.09,89,82,3.53
276,Marsabit,KE,2021-09-30 21:07:08,2.3284,37.9899,70.03,60,96,23.78
277,Williams Lake,CA,2021-09-30 21:07:09,52.1415,-122.1445,62.96,30,100,12.35
278,Muzhi,RU,2021-09-30 21:07:09,65.3667,64.6667,33.66,80,12,11.74
279,Scarborough,GB,2021-09-30 21:07:09,54.2797,-0.4044,57.07,89,100,4.0
280,Moose Factory,CA,2021-09-30 21:07:10,51.2585,-80.6094,55.76,69,35,3.02
281,Ribeira Grande,PT,2021-09-30 21:07:10,38.5167,-28.7,72.32,83,16,2.53
282,Richards Bay,ZA,2021-09-30 21:07:10,-28.783,32.0377,66.6,86,100,5.41
283,Saldanha,ZA,2021-09-30 21:07:11,-33.0117,17.9442,58.5,88,0,8.81
284,Chapleau,CA,2021-09-30 21:07:11,47.8405,-83.4034,63.84,40,26,2.35
285,Benalla,AU,2021-09-30 21:07:12,-36.55,145.9833,53.98,96,21,4.16
286,Honiara,SB,2021-09-30 21:07:12,-9.4333,159.95,82.06,75,90,5.03
287,Atar,MR,2021-09-30 21:07:12,20.5169,-13.0499,95.81,12,1,6.04
288,Lucapa,AO,2021-09-30 21:07:13,-8.4192,20.7447,66.85,89,100,3.6
289,Dudinka,RU,2021-09-30 21:04:57,69.4058,86.1778,27.82,98,96,7.81
290,Koumac,NC,2021-09-30 21:07:13,-20.5667,164.2833,75.56,71,23,5.82
291,Alice Springs,AU,2021-09-30 21:07:14,-23.7,133.8833,56.75,30,0,4.61
292,Molteno,ZA,2021-09-30 21:07:14,-31.3968,26.3625,53.94,89,70,4.97
293,Hirado,JP,2021-09-30 21:07:14,33.3597,129.5531,76.35,84,78,20.04
294,Naranjal,EC,2021-09-30 21:07:15,-2.6667,-79.6167,82.63,64,69,6.35
295,Poum,NC,2021-09-30 21:06:05,-20.2333,164.0167,74.32,80,87,17.2
